relative_path,label,speaker_id,scenario,split,system_id,attack_id,env_id,snr_type,snr_level,key
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000093.flac,0,PA_0088,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000094.flac,0,PA_0088,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000095.flac,0,PA_0088,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000096.flac,0,PA_0088,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000097.flac,0,PA_0088,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000098.flac,0,PA_0088,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000099.flac,0,PA_0088,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000100.flac,0,PA_0088,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000101.flac,0,PA_0089,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000102.flac,0,PA_0089,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000103.flac,0,PA_0089,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000104.flac,0,PA_0089,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000105.flac,0,PA_0089,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000106.flac,0,PA_0089,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000107.flac,0,PA_0089,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000108.flac,0,PA_0089,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000109.flac,0,PA_0089,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000110.flac,0,PA_0089,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000111.flac,0,PA_0090,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000112.flac,0,PA_0090,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000113.flac,0,PA_0090,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000114.flac,0,PA_0090,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000115.flac,0,PA_0090,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000116.flac,0,PA_0090,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000117.flac,0,PA_0090,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000118.flac,0,PA_0090,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000119.flac,0,PA_0090,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000120.flac,0,PA_0090,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000121.flac,0,PA_0091,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000122.flac,0,PA_0091,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000123.flac,0,PA_0091,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000124.flac,0,PA_0091,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000125.flac,0,PA_0091,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000126.flac,0,PA_0091,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000127.flac,0,PA_0091,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000128.flac,0,PA_0091,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000129.flac,0,PA_0091,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000130.flac,0,PA_0091,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000131.flac,0,PA_0092,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000132.flac,0,PA_0092,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000133.flac,0,PA_0092,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000134.flac,0,PA_0092,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000135.flac,0,PA_0092,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000136.flac,0,PA_0092,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000137.flac,0,PA_0092,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000138.flac,0,PA_0092,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000139.flac,0,PA_0092,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000140.flac,0,PA_0092,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000141.flac,0,PA_0093,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000142.flac,0,PA_0093,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000143.flac,0,PA_0093,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000144.flac,0,PA_0093,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000145.flac,0,PA_0093,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000146.flac,0,PA_0093,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000147.flac,0,PA_0093,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000148.flac,0,PA_0093,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000149.flac,0,PA_0093,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000150.flac,0,PA_0093,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000151.flac,0,PA_0094,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000152.flac,0,PA_0094,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000153.flac,0,PA_0094,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000154.flac,0,PA_0094,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000155.flac,0,PA_0094,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000156.flac,0,PA_0094,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000157.flac,0,PA_0094,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000158.flac,0,PA_0094,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000159.flac,0,PA_0094,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000160.flac,0,PA_0094,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000161.flac,0,PA_0095,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000162.flac,0,PA_0095,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000163.flac,0,PA_0095,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000164.flac,0,PA_0095,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000165.flac,0,PA_0095,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000166.flac,0,PA_0095,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000167.flac,0,PA_0095,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000168.flac,0,PA_0095,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000169.flac,0,PA_0095,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000170.flac,0,PA_0095,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000171.flac,0,PA_0096,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000172.flac,0,PA_0096,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000173.flac,0,PA_0096,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000174.flac,0,PA_0096,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000175.flac,0,PA_0096,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000176.flac,0,PA_0096,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000177.flac,0,PA_0096,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000178.flac,0,PA_0096,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000179.flac,0,PA_0096,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000180.flac,0,PA_0096,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000181.flac,0,PA_0097,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000182.flac,0,PA_0097,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000183.flac,0,PA_0097,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000184.flac,0,PA_0097,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000185.flac,0,PA_0097,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000186.flac,0,PA_0097,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000187.flac,0,PA_0097,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000188.flac,0,PA_0097,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000189.flac,0,PA_0097,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000190.flac,0,PA_0097,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000191.flac,0,PA_0098,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000192.flac,0,PA_0098,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000193.flac,0,PA_0098,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000194.flac,0,PA_0098,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000195.flac,0,PA_0098,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000196.flac,0,PA_0098,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000197.flac,0,PA_0098,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000198.flac,0,PA_0098,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000199.flac,0,PA_0098,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000200.flac,0,PA_0098,PA,train,,-,aaa,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000201.flac,0,PA_0079,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000202.flac,0,PA_0079,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000203.flac,0,PA_0079,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000204.flac,0,PA_0079,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000205.flac,0,PA_0079,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000206.flac,0,PA_0079,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000207.flac,0,PA_0079,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000208.flac,0,PA_0079,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000209.flac,0,PA_0079,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000210.flac,0,PA_0079,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000211.flac,0,PA_0080,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000212.flac,0,PA_0080,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000213.flac,0,PA_0080,PA,train,,-,aab,none,clean,bonafide
PA/PA/ASVspoof2019_PA_train/flac/PA_T_0000214.flac,0,PA_0080,PA,train,,-,aab,none,clean,bonafide
